coc_number,coc_name,total_population,overall_homeless,unsheltered_homeless,family_homeless,homeless_per_10k,unsheltered_per_10k,rent_coc,income_coc,saiz_elasticity,wrluri_coc
IL-519,West Central Illinois CoC,225019.0,143.0,7.0,48.0,6.355018909514308,0.3110848417244766,770.6765119214921,64181.759402615346,,-1.4575053453445435
IL-520,Southern Illinois CoC,579396.0,261.0,55.0,36.0,4.504691092102811,0.9492644063818183,807.1353827925483,63870.86485838261,2.355826377868652,0.12887629511241935
IN-502,Indiana Balance of State CoC,5657436.0,4584.0,1138.0,1282.0,8.102610440489295,2.0115119287253096,1048.169347794414,74819.0339440066,3.488785568015685,-0.07306879089798554
IN-503,Indianapolis CoC,932142.0,1701.0,339.0,419.0,18.24829264210818,3.636784953365474,1153.0,66346.0,4.00382661819458,0.3119792938232422
KS-502,Wichita/Sedgwick County CoC,508221.0,691.0,188.0,191.0,13.596447214892734,3.699178113458515,998.0,69365.0,5.453317165374756,-0.22140967845916748
KS-503,Topeka/Shawnee County CoC,178567.0,537.0,203.0,117.0,30.07274580409594,11.368281933391948,1000.0,67104.0,4.438154697418213,-0.6394174695014954
KS-505,"Overland Park, Shawnee/Johnson County CoC",572428.0,250.0,58.0,84.0,4.3673614847631494,1.0132278644650505,1434.0,109208.0,3.190805196762085,0.06256380677223206
KS-507,Kansas Balance of State CoC,1477299.0,1089.0,302.0,270.0,7.371561207311451,2.0442713357282445,905.4339112841881,68263.45234572966,4.351429161165054,-0.27667301328135024
KY-500,Kentucky Balance of State CoC,3340736.0,2678.0,1039.0,658.0,8.016197628307056,3.110093105231901,893.0388879829712,63602.29196076984,2.3817161502040807,-0.40788767063255277
KY-501,Louisville-Jefferson County CoC,759724.0,1728.0,595.0,304.0,22.745102168682312,7.831791545350679,1149.0,69866.0,2.3400092124938965,0.5193459987640381
KY-502,Lexington-Fayette County CoC,311529.0,825.0,82.0,164.0,26.482285758308215,2.632178705674271,1164.0,69479.0,2.6255812644958496,
LA-500,Lafayette/Acadiana Regional CoC,654560.0,441.0,182.0,136.0,6.737350281104865,2.780493766805182,899.7258559475439,57141.75004855613,4.844548225402832,1.6623234748840332
LA-502,"Shreveport, Bossier/Northwest Louisiana CoC",484360.0,292.0,87.0,66.0,6.028573788091502,1.7961846560409611,976.5524725497369,54207.183225167726,,
LA-503,New Orleans/Jefferson Parish CoC,818126.0,1454.0,484.0,172.0,17.772323578519693,5.915959155435715,1218.2558494119758,61258.661019989464,0.8083274364471436,
LA-505,Monroe/Northeast Louisiana CoC,355614.0,142.0,46.0,28.0,3.9930936352337083,1.2935373747940182,866.28281311483,48281.01525357035,3.577314615249634,
LA-506,Slidell/Southeast Louisiana CoC,566390.0,209.0,167.0,44.0,3.6900369003690034,2.948498384505376,1165.6915770352155,72160.40701701747,1.7378802299499512,-0.5187974572181702
LA-507,Alexandria/Central Louisiana CoC,308153.0,148.0,117.0,18.0,4.802808994233384,3.7968152184142294,901.7336551330262,53262.5126558108,7.148085594177246,-0.5650897026062012
LA-508,"Houma-Terrebonne, Thibodaux CoC",,,,,,,1055.5520115724069,66251.64580425537,0.952412304682053,-0.671809732913971
LA-509,Louisiana Balance of State CoC,1106530.0,783.0,475.0,144.0,7.076175069812838,4.292698797140611,1099.6524906482903,67132.73012317232,1.8176024098739356,-0.5784310646130807
MA-500,Boston CoC,658279.0,5898.0,134.0,3765.0,89.59726802769038,2.0356110403035794,2129.0,95631.0,0.85810649394989,-0.018360791727900505
MA-502,Lynn CoC,92074.0,1100.0,16.0,1005.0,119.46912266220649,1.737732693268458,1756.0000000000002,101883.0,0.8581064939498901,0.8438868522644043
MA-503,Cape Cod Islands CoC,242534.0,570.0,76.0,305.0,23.50185953309639,3.133581271079519,1675.5823036947177,100045.1978778212,,0.49411060803638324
MA-504,Springfield/Hampden County CoC,468072.0,3018.0,177.0,2469.0,64.477259908732,3.7814695175101267,1136.0,71306.0,1.5232977867126465,0.23837929964065552
MA-505,New Bedford CoC,94988.0,1179.0,159.0,883.0,124.12094159262223,16.738956499768392,1245.0,85625.0,1.6055467128753662,0.9522267580032349
MA-506,Worcester City & County CoC,813589.0,1927.0,142.0,1323.0,23.685177651123603,1.7453529976437736,1426.0,95939.0,,-0.10235729068517685
MA-507,"Pittsfield/Berkshire, Franklin, Hampshire Counties CoC",360514.0,961.0,86.0,507.0,26.656385050233833,2.385482949344547,1242.765387608236,80709.16503220181,2.7045679092407227,0.28539695406954857
MA-508,Lowell CoC,,,,,,,2201.0,130847.0,0.8581064939498901,0.3532979488372803
MA-509,Cambridge CoC,108757.0,747.0,82.0,334.0,68.68523405389998,7.539744568165728,2201.0,130847.0,0.8581064939498901,0.3532979488372803
MA-510,"Gloucester, Haverhill, Salem/Essex County CoC",,,,,,,1755.9999999999998,101883.0,0.8581064939498901,0.8438868522644043
MA-510_&_MA-516_Shared_Jurisdiction,MA-510_&_MA-516_Shared_Jurisdiction,,,,,,,2201.0,130847.0,0.8581064939498902,0.3532979488372803
MA-511,"Quincy, Brockton, Weymouth, Plymouth City and County CoC",655607.0,1885.0,104.0,1430.0,28.751980988610555,1.586316192475065,1838.3411019806997,117958.70931481796,0.8581064939498902,0.32257431653136764
MA-515,Fall River CoC,88902.0,523.0,140.0,298.0,58.828822748644576,15.747677217610402,1245.0,85625.0,1.6055467128753662,0.9522267580032349
MA-516,Massachusetts Balance of State CoC,1070716.0,11552.0,519.0,10075.0,107.8904209893193,4.8472237269266545,2134.1107455734837,125122.44082273504,0.8581064939498901,0.3043740431531547
MA-517,Somerville CoC,,,,,,,2201.0,130847.0,0.8581064939498901,0.3532979488372803
MA-519,"Attleboro, Taunton/Bristol County CoC",,,,,,,1245.0,85625.0,1.6055467128753662,0.9522267580032348
MD-500,Cumberland/Allegany County CoC,,,,,,,805.0,59603.0,,
MD-501,Baltimore CoC,621000.0,1600.0,113.0,311.0,25.764895330112722,1.8196457326892108,1331.0,62177.0,1.2349457740783691,
MD-502,Harford County CoC,,,,,,,1586.0,112265.0,1.2349457740783691,0.818207323551178
MD-503,Annapolis/Anne Arundel County CoC,559737.0,254.0,98.0,60.0,4.537845452417832,1.7508222611690847,2071.0,124911.0,1.2349457740783691,3.0313751697540283
MD-504,Howard County CoC,308447.0,130.0,62.0,49.0,4.214662486586026,2.010069801294874,2099.0,149763.0,1.2349457740783691,
MD-505,Baltimore County CoC,825666.0,565.0,115.0,205.0,6.842960712927503,1.392815012365775,1627.0,91768.0,1.2349457740783691,
MD-506,Carroll County CoC,167535.0,134.0,23.0,30.0,7.9983287074342675,1.3728474647088666,1427.0,118211.0,1.2349457740783691,0.5481826066970825
MD-507,Cecil County CoC,,,,,,,1377.0,92007.0,1.6450508832931519,
MD-508,"Charles, Calvert, St. Mary's Counties CoC",,,,,,,1827.620179173926,124551.59096866562,1.6058274507522583,0.32641929388046265
MD-509,Frederick City & County CoC,,,,,,,1774.0,122002.0,1.6058274507522583,1.002225637435913
MD-510,Garrett County CoC,,,,,,,765.0,67688.0,,
MD-511,Mid-Shore Regional CoC,171303.0,129.0,3.0,80.0,7.530516103045481,0.17512828146617399,1287.236207417199,85144.88173390842,1.2349457740783691,1.634604730932575
MD-512,Hagerstown/Washington County CoC,,,,,,,1147.0,77747.0,2.4939680099487305,0.6370264887809753
MD-513,"Wicomico, Somerset, Worcester Counties CoC",178867.0,275.0,32.0,90.0,15.374552041460975,1.7890387830063679,1235.3292919601388,76305.72835212281,,-0.030106861144304276
MD-514,Maryland Balance of State CoC,,1188.0,329.0,357.0,,,,,,
MD-600,Prince George's County CoC,897693.0,650.0,108.0,365.0,7.240782762035574,1.20308390507668,1799.0,101798.0,1.6058274507522583,0.8450050354003906
MD-601,Montgomery County CoC,1026371.0,1144.0,153.0,396.0,11.146067065417867,1.4906890393434733,2068.0,132450.0,1.6058274507522583,2.5716397762298584
ME-500,Maine Balance of State CoC,1329923.0,2702.0,273.0,1154.0,20.316965719067944,2.0527504223928754,1168.6847920150856,76715.23075016374,1.7027982521985239,-0.3396165421189353
MI-500,Michigan Balance of State CoC,2363563.0,1937.0,653.0,869.0,8.195254368087502,2.762778060072865,896.6775111931009,66694.09718542104,2.094747687524084,-0.30897870914398334
MI-501,Detroit CoC,683443.0,1725.0,305.0,728.0,25.239851750621487,4.462698425472205,1132.0,60539.0,1.241145133972168,-0.6808118224143982
MI-502,"Dearborn, Dearborn Heights, Westland/Wayne County CoC",1084150.0,224.0,43.0,115.0,2.0661347599501916,0.3966240833832957,1132.0,60539.0,1.241145133972168,-0.6808118224143982
MI-503,"St. Clair Shores, Warren/Macomb County CoC",859703.0,436.0,19.0,163.0,5.071518885010289,0.22100655691558596,1211.0,77837.0,1.241145133972168,0.0760282576084137
MI-504,"Pontiac, Royal Oak/Oakland County CoC",1235215.0,357.0,30.0,179.0,2.890185109474869,0.24287269827519906,1376.0,97760.0,1.241145133972168,-0.6536949276924133
MI-505,Flint/Genesee County CoC,413090.0,423.0,25.0,94.0,10.239899295553027,0.605194993827011,989.0,62281.0,2.750335931777954,-0.5153217315673828
MI-506,"Grand Rapids, Wyoming/Kent County CoC",629352.0,1089.0,110.0,403.0,17.303512183960645,1.7478295135313782,1243.0,82631.0,2.389780044555664,-0.5219579339027405
MI-507,"Portage, Kalamazoo City & County CoC",258605.0,664.0,122.0,232.0,25.67622435761103,4.717619535585159,1093.0,72532.0,2.480250358581543,-1.603622317314148
MI-508,"Lansing, East Lansing/Ingham County CoC",286362.0,648.0,90.0,218.0,22.628700735432776,3.142875102143441,1084.0520296861691,65673.53017513247,2.575920820236206,-0.6753474086343456
MI-509,Washtenaw County CoC,358082.0,330.0,13.0,129.0,9.215766221144877,0.3630453359844951,1463.0,89180.0,2.2907683849334717,0.3473585247993469
MI-510,Saginaw City & County CoC,195201.0,383.0,11.0,183.0,19.620801122945068,0.5635217032699628,947.0,60622.0,2.2259817123413086,-1.0863792896270752
MI-511,Lenawee County CoC,98673.0,202.0,8.0,56.0,20.471658913785937,0.8107587688628095,987.0,70518.0,,0.1381188929080963
MI-512,"Grand Traverse, Antrim, Leelanau Counties CoC",170415.0,202.0,17.0,54.0,11.853416659331632,0.9975647683595928,1157.6471299060008,80586.36282131243,,-0.18550024732502615
MI-513,"Marquette, Alger Counties CoC",,,,,,,921.8619817065135,64950.56251153228,,-0.16543045296067446
MI-514,Battle Creek/Calhoun County CoC,134691.0,252.0,29.0,56.0,18.70949061184489,2.1530763005694515,968.0,63177.0,,-0.5467303991317749
MI-515,Monroe City & County CoC,149945.0,121.0,0.0,65.0,8.069625529360765,0.0,1059.0,77335.0,,-0.12112001329660416
MI-516,"Norton Shores, Muskegon City & County CoC",172148.0,203.0,33.0,97.0,11.79217882287334,1.9169551781025629,1028.0,65024.0,,-1.047820806503296
MI-517,Jackson City & County CoC,159483.0,99.0,12.0,32.0,6.207558172344388,0.7524312936175015,985.0,66073.0,,-0.41985130310058594
MI-518,Livingston County CoC,185841.0,69.0,3.0,39.0,3.7128513083765156,0.16142831775550068,1287.0,103039.0,1.241145133972168,-0.08444885164499283
MI-519,Holland/Ottawa County CoC,283503.0,320.0,95.0,100.0,11.28735851119741,3.350934558011732,1208.340344359109,90329.02653989557,2.389780044555664,-0.16221822211198525
MI-523,Eaton County CoC,108544.0,55.0,5.0,45.0,5.067069575471698,0.4606426886792453,1092.0,79597.0,2.575920820236206,-0.8209858536720276
MN-500,Minneapolis/Hennepin County CoC,1209265.0,3866.0,496.0,2187.0,31.969832915035166,4.101665061008132,1487.0,97653.0,1.4473755359649658,-0.2748802900314331
MN-501,St. Paul/Ramsey County CoC,531528.0,1640.0,410.0,569.0,30.854442287141975,7.713610571785494,1329.0,81568.0,1.4473755359649658,-0.6383038759231567
MN-502,Rochester/Southeast Minnesota CoC,716694.0,608.0,121.0,270.0,8.483397377402351,1.6883077017527703,1044.4792032026821,81802.0349810084,1.7329619168606314,0.3612095159730106
MN-503,"Dakota, Anoka, Washington,Â Scott, Carver Counties CoC",1253072.0,758.0,242.0,327.0,6.049133649143863,1.931253750782078,1552.1489919169408,109706.64027500415,1.4473755359649658,0.10080705277581574
MN-504,Northeast Minnesota CoC,125426.0,113.0,51.0,34.0,9.009296318147753,4.066142586066685,953.7095153570637,71700.58461440934,2.0149717330932617,-0.47235092520713806
MN-505,St. Cloud/Central Minnesota CoC,726642.0,881.0,339.0,309.0,12.124264768620588,4.665295977936866,1083.4116595259154,86648.73983543727,1.8369615172187033,-0.3709700526858804
MN-506,Northwest Minnesota CoC,170266.0,260.0,35.0,136.0,15.270224237369764,2.055607108876699,889.7835483508755,71628.21491510599,,-0.08561837547085231
MN-508,Moorhead/West Central Minnesota CoC,239644.0,184.0,10.0,97.0,7.678055782744405,0.4172856403665437,909.2211388486418,75133.56047362296,5.975259780883789,0.5462423538007194
MN-509,Duluth/St. Louis County CoC,200353.0,736.0,376.0,178.0,36.735162438296406,18.76687646304273,1013.0,70069.0,2.0149717330932617,0.15783514082431793
MN-511,Southwest Minnesota CoC,277978.0,155.0,4.0,81.0,5.575980833015563,0.14389627956169193,840.8322109908374,73366.43152755589,4.645672798156738,-0.33543282252626644
MO-500,St. Louis County CoC,1000560.0,452.0,92.0,161.0,4.517470216678659,0.9194850883505238,1209.0,82936.0,2.3558263778686523,-0.6452643275260925
MO-501,St. Louis City CoC,316030.0,1235.0,154.0,302.0,39.0785684903332,4.8729550991994435,997.0,56160.0,2.3558263778686523,
MO-503,"St. Charles City & County, Lincoln, Warren Counties CoC",467432.0,578.0,157.0,312.0,12.365434972359616,3.3587773194817645,1292.8164710773183,101107.89122693868,2.3558263778686523,0.05350800874739609
MO-600,"Springfield/Greene, Christian, Webster Counties CoC",404577.0,621.0,173.0,175.0,15.349364892220764,4.276071056931067,985.13346230454,67047.13473293802,3.5972418785095215,-0.2098880261182785
MO-602,"Joplin/Jasper, Newton Counties CoC",176117.0,292.0,129.0,55.0,16.579887234054635,7.324676209565232,922.1616316574061,62521.248277544386,6.396074295043945,
MO-603,"St. Joseph/Andrew, Buchanan, DeKalb Counties CoC",119468.0,268.0,81.0,79.0,22.43278534837781,6.780058258278367,903.2565661413754,65061.57680718876,7.939645767211914,-0.9478196416453357
MO-604,"Kansas City (MO&KS), Independence, Leeâs Summit/Jackson, Wyandotte Counties CoC",,,,,,,1196.5446533351953,71395.26271435113,3.190805196762085,-0.9452342987060547
MO-604a,"Kansas City, Independence, Lee’s Summit/Jackson, Wyandotte Counties, MO & KS",,2181.0,876.0,508.0,,,,,,
MO-606,Missouri Balance of State CoC,2735762.0,1911.0,875.0,580.0,6.985256758446093,3.1983776366511414,880.0980917889452,66510.60435196132,3.925506304117065,-0.5219290115439074
MP-500,Northern Mariana Islands CoC,,,,,,,,,,
MS-500,"Jackson/Rankin, Madison Counties CoC",570931.0,273.0,113.0,15.0,4.781663633608965,1.979223408783198,1117.2532054315968,65440.788746028375,3.0016486644744873,0.1452547821516349
MS-501,Mississippi Balance of State CoC,1936338.0,469.0,219.0,77.0,2.422097794909773,1.1310008893075487,896.7008450692258,54332.04025775328,2.084603518797776,0.09492235863777235
MS-503,Gulf Port/Gulf Coast Regional CoC,481923.0,299.0,154.0,75.0,6.204310647136576,3.195531236317835,1054.2326563179174,62104.12061632022,,0.3169053355874241
MT-500,Montana Statewide CoC,1023391.0,2008.0,576.0,542.0,19.621044156143643,5.628347327658735,1073.7312725237828,72866.30184935646,3.065341103068708,1.0910006491681459
NC-500,Winston-Salem/Forsyth County CoC,364691.0,627.0,234.0,188.0,17.192637054383027,6.416390862401321,1098.0,67165.0,,0.23528198897838593
NC-501,Asheville/Buncombe County CoC,250112.0,739.0,219.0,79.0,29.54676305015353,8.756077277379735,1362.0,74436.0,1.5458176136016846,0.43198779225349426
NC-502,Durham City & County CoC,294618.0,405.0,172.0,170.0,13.746614259821193,5.83806827824505,1508.0,82316.0,,
NC-503,North Carolina Balance of State CoC,5053002.0,4180.0,2127.0,1254.0,8.272310202924913,4.2093788999094,1026.8205001450215,67105.85601325282,2.6806892795434365,-0.10877689977371742
NC-504,"Greensboro, High Point CoC",511815.0,665.0,234.0,168.0,12.992975977648173,4.571964479352891,1163.0,68642.0,3.0958704948425293,-0.3469673693180084
NC-505,Charlotte/Mecklenburg County CoC,1011774.0,2095.0,384.0,645.0,20.706205140673706,3.7953139732786174,1627.0,87005.0,3.0920333862304688,-0.908707320690155
NC-506,"Wilmington/Brunswick, New Hanover, Pender Counties CoC",391955.0,593.0,319.0,128.0,15.129287800895511,8.13868939036369,1349.8206914350376,76547.49771367187,,-0.23445113003253937
NC-507,Raleigh/Wake County CoC,998576.0,992.0,141.0,269.0,9.934146224223294,1.412010703241416,1623.0,105768.0,2.1094141006469727,0.2232988178730011
NC-509,"Gastonia/Cleveland, Gaston, Lincoln Counties CoC",388649.0,466.0,216.0,121.0,11.990253416321668,5.557714029883005,1066.829465593997,68082.7992570954,3.0920333862304688,0.24693122506141663
NC-511,Fayetteville/Cumberland County CoC,325841.0,380.0,253.0,86.0,11.662129689020105,7.764523187689702,1222.0,61291.0,2.7050788402557373,-0.03375085070729256
NC-513,Chapel Hill/Orange County CoC,139807.0,148.0,33.0,32.0,10.586022159119358,2.3603968327766136,1496.0,90089.0,,
NC-516,Northwest North Carolina CoC,209988.0,336.0,191.0,90.0,16.00091433796217,9.095757852829685,868.3614889081941,53987.42611713213,,1.0563408136367798
ND-500,North Dakota Statewide CoC,736162.0,865.0,190.0,219.0,11.750131085277426,2.5809536487892606,930.8834897769102,76739.26456696325,4.937839801846983,-0.3467177924869217
NE-500,Nebraska Balance of State CoC,893187.0,612.0,30.0,210.0,6.851868645647553,0.33587591400233097,875.6848770291045,71769.02039191284,3.045356925623474,-0.492073647557457
NE-501,"Omaha, Council Bluffs CoC",808911.0,1609.0,224.0,309.0,19.890939794365515,2.7691550739203694,1211.3864277538742,84805.81328207508,3.470304012298584,-0.40138660823657585
NE-502,Lincoln CoC,251662.0,499.0,47.0,181.0,19.82818224443897,1.867584299576416,1085.0,74793.0,2.623462438583374,
NH-500,New Hampshire Balance of State CoC,922555.0,1258.0,387.0,348.0,13.636043379527509,4.19487185045878,1428.8761267540192,98108.68256667595,0.8581064939498901,-0.23684637081490573
NH-501,Manchester CoC,110231.0,627.0,159.0,204.0,56.88055084322922,14.424254520053342,1623.0,103545.0,,-0.21760182082653046
NH-502,Nashua/Hillsborough County CoC,294717.0,360.0,33.0,177.0,12.215108052809985,1.1197182381742485,1623.0,103545.0,,-0.21760182082653046
NJ-500,Atlantic City & County CoC,274026.0,427.0,168.0,74.0,15.582462977965594,6.130805106084824,1376.0,78050.0,,1.2792271375656128
NJ-501,Bergen County CoC,930310.0,303.0,40.0,105.0,3.2569788565101954,0.4299642054798938,1914.0,124884.0,0.7588299512863159,1.801362156867981
NJ-502,Burlington County CoC,450236.0,1054.0,60.0,536.0,23.409945006618752,1.332634440604483,1745.0,108111.0,1.6450508832931519,-0.009199189953505993
NJ-503,"Camden City & County/Gloucester, Cape May, Cumberland Counties CoC",1053579.0,1359.0,234.0,430.0,12.89889035373712,2.221000988060696,1417.9017346647488,90583.02008578632,1.6769164672089498,1.9052283595187023
NJ-504,Newark/Essex County CoC,792586.0,2451.0,284.0,721.0,30.924088994758925,3.583207374341712,1531.0,80789.0,0.7588299512863159,0.8744698762893677
NJ-506,"Jersey City, Bayonne/Hudson County CoC",668526.0,1168.0,212.0,350.0,17.471272620660976,3.171155646900794,1894.0,91795.0,0.7588299512863159,
NJ-507,New Brunswick/Middlesex County CoC,831852.0,689.0,149.0,280.0,8.282723369060841,1.7911840086938544,1871.0,111549.0,0.7588299512863159,1.940077781677246
NJ-508,Monmouth County CoC,627532.0,497.0,69.0,197.0,7.919914840996157,1.099545521184577,1827.0,124845.0,0.7588299512863159,-0.5144909024238586
NJ-509,Morris County CoC,498215.0,680.0,91.0,247.0,13.64872595164738,1.8265206788233996,1904.0,137326.0,0.7588299512863159,0.9510898590087891
NJ-510,Lakewood Township/Ocean County CoC,586166.0,553.0,37.0,243.0,9.43418758508682,0.631220507501288,1755.0,89863.0,0.7588299512863159,0.9564805030822754
NJ-511,Paterson/Passaic County CoC,507204.0,710.0,94.0,191.0,13.998312316148926,1.8532976869267592,1621.0,87522.0,0.7588299512863159,
NJ-512,Salem County CoC,64504.0,83.0,61.0,24.0,12.86741907478606,9.456777874240357,1253.0,79960.0,1.6450508832931519,
NJ-513,Somerset County CoC,331686.0,454.0,1.0,154.0,13.687644338319977,0.030148996339911843,2033.0,140374.0,0.7588299512863159,0.8195028305053711
NJ-514,Trenton/Mercer County CoC,371101.0,934.0,147.0,428.0,25.168350395175434,3.9611857688338215,1623.0,100645.0,1.881797194480896,2.0642476081848145
NJ-515,Elizabeth/Union County CoC,550436.0,996.0,70.0,434.0,18.094746709880894,1.2717191462767696,1730.0,103202.0,0.7588299512863159,
NJ-516,"Warren, Sussex, Hunterdon Counties CoC",377497.0,404.0,50.0,154.0,10.702071804544142,1.3245138371960572,1568.8861267372602,120386.91337224934,1.0750461505306237,1.22383022197287
NM-500,Albuquerque CoC,524815.0,2740.0,1231.0,490.0,52.20887360307918,23.455884454522067,1144.0,69473.0,2.112380027770996,
NM-501,New Mexico Balance of State CoC,1557854.0,1891.0,1011.0,397.0,12.13849308086637,6.489696723826494,1049.7849104353359,63631.72264414822,2.1344391710185673,-0.015400519060811666
NV-500,Las Vegas/Clark County CoC,2070153.0,7906.0,4202.0,1485.0,38.19041394524946,20.298016620027603,1626.0,76472.0,1.3854960203170776,
NV-501,"Reno, Sparks/Washoe County CoC",439914.0,1760.0,363.0,162.0,40.00781971021609,8.251612815232068,1608.0,88096.0,1.3864644765853882,1.0688276290893555
NV-502,Nevada Balance of State CoC,329105.0,440.0,349.0,55.0,13.369593290895004,10.604518314823537,1245.9084289003645,77749.25837189547,1.3864644765853882,0.1580601930618286
NY-500,"Rochester, Irondequoit, Greece/Monroe County CoC",749236.0,1056.0,80.0,415.0,14.094357452124566,1.067754352433679,1173.0,76382.0,1.403616189956665,-0.6736645102500916
NY-501,"Elmira/Steuben, Allegany, Livingston, Chemung, Schuyler Counties CoC",316551.0,686.0,38.0,270.0,21.671073539492845,1.2004384759485833,926.3626268466277,66583.17910046053,2.6345620417977487,0.11037952999682263
